ObjectID *,GlobalID *,Park,Spring name,SiteCode,SiteID,DateTime,Protocol,SurveyName,VisitType,Sampled,SpringType,Spring comments,UTM zone,Datum,GPS ID,Are you using the internal camera on this device for photos?,Camera ID #,Memory Card #,Is this a sensor spring?,Was the old sensor retrieved?,Was a new sensor deployed?,Sensor type,Sensor ID,Deployment time,Notes,FlowCondition,DischargeMethod,VolDischarge_L_per_s,DischargeClass_L_per_s,ContainerVolume_mL,PercentCaptured,Discharge notes,SpringbrookType,SpringbrookLengthFlag,SpringbrookLength_m,SpringbrookWidth_m,DiscontinuousSpringbrookLengthFlag,DiscontinuousSpringbrookLength_m,Channel description,Water quality data collected?,Enter the date and time of the last calibration,Water quality instrument,pH instrument,DO instrument,SpCond instrument,Temperature instrument,Did you check the calibration at this spring?,Please describe why a calibration check was not necessary,Calibration check parameters,Select the first pH standard,First pH temperature (C),First pH reading,Select the second pH standard,Second pH temperature (C),Second pH reading,DO% temperature (C),DO% reading,Barometric pressure (mmHg),SpCond standard (uS/cm),SpCond reading (uS/cm),Calibration check notes,Water quality parameters,Why are water quality data missing?,pH reading 1,pH reading 2,pH reading 3,Temperature reading 1 (C),Temperature reading 2 (C),Temperature reading 3 (C),SpCond reading 1 (uS/cm),SpCond reading 2 (uS/cm),SpCond reading 3 (uS/cm),DO reading 1 (%),DO reading 1 (mg/L),DO reading 2 (%),DO reading 2 (mg/L),DO reading 3 (%),DO reading 3 (mg/L),Water quality notes,Flow modification,Roads,Human use,Plant management,Hiking trails,Livestock/feral,Other,Fire,Flooding,Wildlife,Other,Overall disturbance,Disturbance notes,Is there evidence of wildlife?,Vegetation present?,LifeFormList,LifeFormListWPhotos,WoodyGT4m,Woody2to4m,WoodyLT2m,Forb,Grass,Reed,Rush,Sedge,Cattail,Bryophyte,NonPlant,Mistletoe (Phoradendron sp.) present?,Vegetation notes,Invasive Plants Observed?,Invasive notes,InvasiveListInternal,InvasiveListExternal,CreationDate *,Creator *,EditDate *,Editor *,Is springbrook continuous or discontinuous?,Is discontinuous surface water length >50m or measured?,Discontinous length (m),pHWarning,TempWarning,SpCondWarning,DOPctWarning,DOMgWarning,pH flag,Temperature flag,SpCond flag,DO flag,Permanent bolt status?,CameraCardName,Shape
39,{d79a9eb7-0d9c-4e36-b19c-474404c0896e},Joshua Tree NP,JOTR_P_BLA0045,JOTR_P_BLA0045,102,12/18/2019 16:20,MOJN DS (Published 2018),JOTR_P_BLA0045: 2019-12-18,Primary,Sampled,Rheocrene,"No evidence of spring or recently flowing water, vegetation at source is same baccharis growing throughout wash; site sampled due to long, flowing springbrook observed during the December 2005 inventory visit, spring may or may not be permanently dry",Zone 11,NAD83 (Unknown),MOJN G1 (Garmin64),No,36782,MOJN_02,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,No evidence of recent water at the surface,,Measured,0,0,<Null>,<Null>,Sandy wash / trail in gentle canyon,No - Insufficient water,12/17/2019 16:15,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,4,0,0,0,0,0,0,4,"Black Rock Trail runs directly up the wash that the spring brook emerges in and flows down, popular trail beginning from Black Rock Campground, hikers seen at spring along with many boot prints in wash",Yes,Yes,"Woody <2m, Grass","Woody <2m: 0919, 0920
Grass0917, 0918",NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,No,"Junipers, pines, oaks, and yuccas outside buffer on canyon flanks; rabbit rush also in buffer",Yes,<Null>,"BRRU2 (Bromus rubens), BRTE (Bromus tectorum)","BRRU2 (Bromus rubens)0917, 0918
BRTE (Bromus tectorum): 0921, 0922",12/19/2019 1:58,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
42,{8f767083-d0ef-461d-9fcc-b94c11748752},Joshua Tree NP,JOTR_P_SPA0074,JOTR_P_SPA0074,113,12/18/2019 17:07,MOJN DS (Published 2018),JOTR_P_SPA0074: 2019-12-18,Primary,Sampled,Rheocrene,"source is completely dry, in a dry wash, though sudden increase in baccharis density marks spring",Zone 11,NAD83 (Unknown),MOJN G4 (Garmin64),No,36783,MOJN_03,No,<Null>,,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,"source dry, though there are filled ""traps"" and ""tanks"" ~50-100m downstream, filled with recent rains",,Measured,0,0,<Null>,<Null>,"channel is a shallow incision (~20cm) meandering down a slight decline. filled with loose granitic sediement (sand/gravel), highly immature.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,1,0,1,"dense packed footprints in loose sand, likely a game trail, though prints indistinguishable. baccharis is heavily browsed along game trail/wash",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody >4m: 0844, 0846
Woody 2-4m: 0847, 0848, 0849
Woody <2m: 0831, 0832, 0833, 0843
Forb: 0840, 0841, 0842
Grass: 0838, 0839
Bryophyte: 0837
Non-Plant: 0834",5,3,1,2,3,NA,NA,NA,NA,7,6,No,<Null>,Yes,<Null>,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0835, 0836",12/19/2019 17:05,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,Point
41,{615db332-7c11-4b79-aa2f-a971496090f1},Joshua Tree NP,JOTR_P_CLO0250,JOTR_P_CLO0250,97,12/18/2019 18:03,MOJN DS (Published 2018),JOTR_P_CLO0250: 2019-12-18,Primary,Sampled,Rheocrene,"spring source completely dry in a dry wash with no signs of recent flow. wash flows through an open meadow filled with annual forbs, grasses, and sedge.",Zone 11,NAD83 (Unknown),MOJN G4 (Garmin64),No,36783,MOJN_03,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,no discharge. dry.,,Measured,0,0,<Null>,<Null>,"dry, immature gravel (granitic) sed-filled channel meanders through a flat meadow filled with sedges, grasses, and forbs.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,1,0,0,0,0,0,0,0,0,1,"a single path of human and dog tracks lead down the buffer, otherwise an untouched spring.",Yes,Yes,"Woody >4m, Woody <2m, Forb, Grass","Woody >4m: 0873, 0874, 0875
Woody <2m: 0865, 0866, 0868
Forb: 0859, 0860, 0861
Grass: 0862, 0863, 0864",2,NA,3,1,4,NA,NA,NA,NA,NA,NA,No,"mistletoe just outside the buffer on catclaw (~10m). Great annual forb diversity, at least 10 different species",Yes,thistle may also be native. 2 individuals.,"UNK (_unknown species), BRRU2 (Bromus rubens), BRTE (Bromus tectorum)","UNK (_unknown species): 0869, 0870, 0871, 0872
BRRU2 (Bromus rubens): 0854, 0855
BRTE (Bromus tectorum): 0856, 0858",12/19/2019 16:50,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
49,{cd933d8c-1a57-4af4-a763-dd26323749bc},Joshua Tree NP,JOTR_P_STU0142,JOTR_P_STU0142,90,1/7/2020 22:40,MOJN DS (Published 2018),JOTR_P_STU0142: 2020-01-07,Primary,Sampled,Hillslope,"Spring is helocrene as well as hillslope. Source is small clearing in sedges with gravel and sand substrate, with source possibly originating in small channel above source pool; recent heavy snow (~1 week ago), small snow patches remain.",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,"standing water only; 5-6 small puddles (<\= 10cm wide), and wet soil with film of water.",,Measured,1,1,<Null>,<Null>,"sedge and baccharis spp. filled channel; small channel (~1.5m) above source w/ signs of scouring; rest of channel w/ matting of vegetation and little scouring or deposition. Additional notes: Plastic pipes on trail leading to spring, >100m from spring. Round cemented boulder retention basin, empty, in wash below hillslope, ~35m downstream of where spring channel enters wash.",Yes,1/7/2020 22:40,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,calibrated at this spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.7,7.7,7.69,6.6,6.6,6.6,817,816,816,74.8,7.8,74.7,7.8,74.7,7.8,"very shallow puddle, but all sensors submerged",None,0,0,0,0,0,0,0,0,3,0,3,"Flattened veg. probably from wildlife use (wildlife trail), but could also be from recent snowfall; only location of water, near game camera",Yes,Yes,"Woody <2m, Forb, Sedge, Cattail, Bryophyte","Woody <2m: 0724, 0723
Forb: 0727, 0726, 0725
Sedge: 0735, 0734
Cattail: 0729, 0728
Bryophyte: 0733",NA,NA,2,3,NA,NA,NA,1,4,5,NA,No,"mistletoe is present outside of buffer. Sedge note: Shoenoplectus americanus nearly co-dominant with the unknown sedge (pics 0731, 0730).",Yes,BRRU2 near wildlife camera,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0738, 0739",1/9/2020 21:28,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
50,{a9c92bfe-6ef0-4684-8a1a-059b94bdc04e},Joshua Tree NP,JOTR_P_PEA0019,JOTR_P_PEA0019,106,1/8/2020 16:12,MOJN DS (Published 2018),JOTR_P_PEA0019: 2020-01-08,Primary,Sampled,Rheocrene,"Thick vegetation in canyon wash, small 5cm x 5cm pool located under large willow tree, with damp soil; ~20m upstream film of water found on bedrock in middle of wash.",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,"Small 5cm x 5cm pool, 1-2cm deep around roots under large willow.",,Measured,0.05,0.05,<Null>,<Null>,"from under willow trees, channel becomes very slightly incised into sandy wash (for about 5m); then becomes broader sandy wash choked with willow (unknown spp.) baccharis spp., and bunchgrass.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,too shallow to properly submerge sensor,None,0,0,0,0,0,0,0,0,0,0,0,-,Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb, Grass, Cattail","Woody >4m: 0761, 0762, 0763, 0764
Woody 2-4m: 0751, 0752, 0753
Woody <2m: 0759, 0760
Forb: 0748, 0750
Grass: 0765, 0766
Cattail: 0767, 0768",4,1,2,6,3,NA,NA,NA,5,NA,NA,No,"mistletoe outside of buffer. an unknown, possibly invasive forb; pics 0754, 0755, 0756",Yes,BRRU2 scattered in buffer. ERCI6 just outside buffer.,"BRRU2 (Bromus rubens), ERCI6 (Erodium cicutarium)","BRRU2 (Bromus rubens): 0757, 0758
ERCI6 (Erodium cicutarium): 0772, 0771",1/9/2020 21:52,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
51,{83bbb311-1d2b-4ed8-9f4d-02c225e7f293},Joshua Tree NP,JOTR_P_FAN0259,JOTR_P_FAN0259,93,1/8/2020 17:55,MOJN DS (Published 2018),JOTR_P_FAN0259: 2020-01-08,Primary,Sampled,Rheocrene,"Spring source in dry wash, lined primarily with Baccharis. ~100m downstream the wash is damp and has living moss on the west bank.",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,dry. wet sandy channel and banks ~100m downstream.,,Measured,0,0,<Null>,<Null>,"sandy channel wih boulders, cobbles, and pebbles. 3-4m wide. Sand incised ~3cm deep and 0.5m wide.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,-,None,0,0,0,0,0,0,0,0,0,0,0,-,Yes,Yes,"Woody <2m, Forb, Grass, Bryophyte","Woody <2m: 0779, 0780
Forb: 0781, 0782
Grass: 0783, 0784
Bryophyte: 0785",NA,NA,1,3,2,NA,NA,NA,NA,4,NA,No,"Juniperus spp., yucca, and antelope bitterbrush also present in buffer; brome and rabbitsfoot almost codominant with bunchgrass.",Yes,BRRU2 and POMO5 throughout buffer,"POMO5 (Polypogon monspeliensis), BRRU2 (Bromus rubens)","POMO5 (Polypogon monspeliensis): 0777, 0778
BRRU2 (Bromus rubens): 0776",1/9/2020 22:10,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
52,{ec68e45f-20ae-4cf1-af69-b9732531b92d},Joshua Tree NP,JOTR_P_TUN0233,JOTR_P_TUN0233,95,1/8/2020 23:34,MOJN DS (Published 2018),JOTR_P_TUN0233: 2020-01-08,Primary,Sampled,Rheocrene,"Dry; soil damp under ""source rock"" with green grass, may be due to recent heavy snow; pipes and acheological remains abundant in canyon. Additional notes: standing water in shallow pools ~80-100m downstream of source, possibly from snowmelt?",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,"dry; damp soil, but probably from precip.; located @ 5m from source is the damp soil.",,Measured,0,0,<Null>,<Null>,"Sandy wash with occasional bedrock, Bromus rubens carpers much of wash; no/little incision.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,-,Yes - All inactive,0,1,1,0,0,0,0,0,0,0,1,"Not a hiking trail, but footprints present, archeological ruins present (building footprint, walls, pipes, metal), some trash (glass) and old evidence of campfire.",Yes,Yes,"Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody <2m: 0796, 0795, 0791
Forb: 0801, 0802
Grass: 0790, 0789
Bryophyte: 0797
Non-Plant: 0800, 0799",NA,NA,2,3,1,NA,NA,NA,NA,5,4,No,BRRU2 carpets buffer heavily,Yes,B. rubens thick in buffer,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0790, 0789",1/9/2020 22:25,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
53,{9e6fe453-5ade-4bf3-be4d-fb56a9375f59},Joshua Tree NP,JOTR_P_GIB0086,JOTR_P_GIB0086,79,1/9/2020 0:33,MOJN DS (Published 2018),JOTR_P_GIB0086: 2020-01-08,Primary,Sampled,Rheocrene,dry; springbrook in incised bedrock channel; vegetation sparse.,Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36782,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,349,16:33,new sensor deployed on same white wire,dry,Estimated,,0 L/s,<Null>,<Null>,dry,,Measured,0,0,<Null>,<Null>,"channel in bedrock fault, some sand, gravel, cobble deposition; channel bottom is damp, likely due to snowmelt as source is dry.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,-,None,0,1,0,0,0,0,0,0,0,0,1,"footprints in neighboring wash; minor trash in buffer (glass, plastic), hiking trail above wash is outside buffer",Yes,Yes,"Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody <2m: 0813, 0812
Forb: 0822, 0823
Grass: 0810, 0806, 0805
Bryophyte: 0814
Non-Plant: 0815",NA,NA,1,3,2,NA,NA,NA,NA,4,5,No,"sparse veg, Baccharis are short, other woody<2 (unknown) present; other green grass (0824, 0825) close to codominant with B. rubens",Yes,ERCI6 in sandy area below wash,"BRRU2 (Bromus rubens), ERCI6 (Erodium cicutarium)","BRRU2 (Bromus rubens): 0810, 0806, 0805
ERCI6 (Erodium cicutarium): 0804, 0803",1/9/2020 22:41,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
174,{6d434c27-4de7-4901-b250-a918bc3835d6},Joshua Tree NP,JOTR_P_CON0215,JOTR_P_CON0215,76,1/13/2020 22:53,MOJN DS (Published 2018),JOTR_P_CON0215: 2020-01-13,Replicate,Sampled,Rheocrene,"There is water at the spring, with the source pool being ~30x10 cm and a spring brook length of ~1.5 m. There are mosquito larvae in the source pool. Visit here was to deploy another sensor.",Zone 12,NAD83 (Unknown),BadElf 4181,No,36781,MOJN_05,Yes,No,Yes,HOBO TidbiT,348,14:50,Bolt hammered in between two boulders. Sensor attached with red and white wire.,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,<Null>,,Measured,1.5,0.1,<Null>,<Null>,<Null>,No - Other reason,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,No Data,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,<Null>,No Data,No Data,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,No Data,<Null>,No Data,<Null>,<Null>,<Null>,10/4/2021 16:00,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
55,{fb00f59d-281e-4c65-adaa-2c8e594d3d4f},Joshua Tree NP,JOTR_P_MEE0191,JOTR_P_MEE0191,104,1/14/2020 20:07,MOJN DS (Published 2018),JOTR_P_MEE0191: 2020-01-14,Primary,Sampled,Rheocrene,"Spring has damp soil from seep along exposed bedrock amidst a dry wash with otherwise no signs of a spring, except for single honey mesquite 20 m downstream of source. However, a few bees were found lapping at the moisture along with a baby toad, indicating some persistence of moisture/water. Fresh sheep scat found just outside of buffer (downstream).",Zone 11,NAD83 (Unknown),BadElf 4181,No,36781,MOJN_05,No,<Null>,,<Null>,<Null>,<Null>,<Null>,wet soil only,Estimated,,<0.1 L/s,<Null>,<Null>,Discharge occurs as a seep beneath the loose wash sediment at the base of exposed bedrock. Wet soil crosses the wash laterally along the base of the bedrock/dryfall.,,Measured,0,0,<Null>,<Null>,Source emerges at the base of an exposed micaceous (muscovite primarily) schist/gneiss. The channel continues as a dry wash choked with granitic boulders with loose interstitial cobbles and gravel.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,1,0,0,1,No evidence of any disturbance in buffer or through most of the wash leading to the spring. Pristine spring other than some flattened shrubs from flooding.,Yes,Yes,"Woody 2-4m, Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody 2-4m: 0365, 0366
Woody <2m: 0360, 0361
Forb: 0362, 0363
Grass: 0367, 0368
Bryophyte: 0371
Non-Plant: 0370",NA,2,1,3,5,NA,NA,NA,NA,4,6,Yes,Lycia sp. also present within buffer.,Yes,<Null>,BRRU2 (Bromus rubens),BRRU2 (Bromus rubens): 0369,1/16/2020 1:59,lcombs@nps.gov_nps,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
54,{317e2a9f-e7f7-4085-a128-c95e8c14ac5a},Joshua Tree NP,JOTR_P_DIK0132,JOTR_P_DIK0132,92,1/15/2020 17:28,MOJN DS (Published 2018),JOTR_P_DIK0132: 2020-01-15,Primary,Sampled,Rheocrene,"Source pool filled in with sand and gravel from recent flooding, but still flowing out of downstream area of source pool where water emerges from saturated sand and over mossy root escarpment. Downstream spring brook filled with sand that partly buries shed palm fronds. ",Zone 11,NAD83 (Unknown),BadElf 4181,No,36781,MOJN_05,No,<Null>,,<Null>,<Null>,<Null>,<Null>,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Discharge seeps from a small fracture in granite bedrock directly upstream of source pool, before flowing saturating loose sand for 3m, and re-emerging out of sand to flow over a palm root escarpment, about 1m wide for 2.9 m. ",,Measured,2.9,1,<Null>,<Null>,"Channel flows through fan palm oasis, littered with palm fronds, filled with sand and gravel and old root mounds. 7 m downstream is old stone structure, probably a trough. ",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Water present is only a few mm deep.,Yes - All inactive,0,2,0,0,0,0,0,3,0,0,3,"Flooding has filled source pool and channel with sand, burying vegetation. Human use attributed to boot prints, trough, pipe, and trampling of vegetation.",Yes,Yes,"Woody >4m, Woody 2-4m, Bryophyte, Non-Plant, Woody <2m, Grass","Woody >4m: 0377, 0378
Woody 2-4m: 0379, 0380
Bryophyte: 0382
Non-Plant: 0383, 0384
Woody <2m: 0385, 0386
Grass: 0387, 0388, 0389, 0390",1,3,2,NA,4,NA,NA,NA,NA,5,6,No,Fushia spp. also abundant downstream outside buffer,No,<Null>,<Null>,<Null>,1/16/2020 1:59,lcombs@nps.gov_nps,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
62,{2a44b02f-a757-451a-bf8d-57efd8423562},Death Valley NP,DEVA_P_LCM0255,DEVA_P_LCM0255,1014,1/21/2020 21:45,MOJN DS (Published 2018),DEVA_P_LCM0255: 2020-01-21,Primary,Sampled,Hillslope,Two distinct sources ~4 m apart; discharge emerges from soil on hillside of ridge between two gulliesand trickles downhill; many dead or senesced thistles and grasses below sources,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,No,Yes,HOBO TidbiT,318,14:30,SN 20661053; deployed in left pool looking downstream (primary source with more veg); bolt installed in muddy substrate; red and white wire,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Water emerges from soil on hillside and trickes downhill into patch of vegetation,,Measured,2,0.4,<Null>,<Null>,Secondary source pool dimensions: 4 m x 0.4 m,Yes,1/21/2020 21:45,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,Calibrated at spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.82,7.82,7.82,15.6,15.6,15.6,420.9,420.9,420.9,94.9,7.68,94.9,7.68,94.9,7.68,"Water very shallow in source pools, had to remove probe cage to submerge all sensors",None,0,0,0,0,0,0,0,1,0,0,1,Some veg pressed downslope possibly from flooding,Yes,Yes,"Forb, Grass, Rush, Sedge","Forb: 0914, 0917, 0918
Grass: 0920, 0921, 0922
Rush: 0923, 0924
Sedge: 0925, 0926, 0927",NA,NA,NA,3,1,NA,4,2,NA,NA,NA,No,Thistles mostly dead,Yes,Rabbits foot grass in buffer; red brome ~20 m downslope,"POMO5 (Polypogon monspeliensis), BRRU2 (Bromus rubens)","POMO5 (Polypogon monspeliensis): 0912, 0913
BRRU2 (Bromus rubens): ",1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
